"scenario","n","event_target","K","effect","method","selector","candidate","frequency","count","denominator"
16,8000,70,4,"homogeneous","split","prognostic_high","c50-h36",0.058,116,2000
17,4000,140,4,"homogeneous","split","prognostic_high","c50-h36",0.027,54,2000
18,8000,140,4,"homogeneous","split","prognostic_high","c50-h36",0.019,38,2000
19,4000,35,16,"homogeneous","split","prognostic_high","c50-h36",0.0115,23,2000
20,8000,35,16,"homogeneous","split","prognostic_high","c50-h36",0.0165,33,2000
21,4000,70,16,"homogeneous","split","prognostic_high","c50-h36",0.01,20,2000
22,8000,70,16,"homogeneous","split","prognostic_high","c50-h36",0.0095,19,2000
23,4000,140,16,"homogeneous","split","prognostic_high","c50-h36",0.003,6,2000
24,8000,140,16,"homogeneous","split","prognostic_high","c50-h36",0.004,8,2000
25,4000,35,4,"heterogeneous","split","prognostic_high","c50-h36",0.0795,159,2000
26,8000,35,4,"heterogeneous","split","prognostic_high","c50-h36",0.0665,133,2000
27,4000,70,4,"heterogeneous","split","prognostic_high","c50-h36",0.033,66,2000
28,8000,70,4,"heterogeneous","split","prognostic_high","c50-h36",0.036,72,2000
29,4000,140,4,"heterogeneous","split","prognostic_high","c50-h36",0.013,26,2000
30,8000,140,4,"heterogeneous","split","prognostic_high","c50-h36",0.008,16,2000
31,4000,35,16,"heterogeneous","split","prognostic_high","c50-h36",0.013,26,2000
32,8000,35,16,"heterogeneous","split","prognostic_high","c50-h36",0.011,22,2000
33,4000,70,16,"heterogeneous","split","prognostic_high","c50-h36",0.005,10,2000
34,8000,70,16,"heterogeneous","split","prognostic_high","c50-h36",0.008,16,2000
35,4000,140,16,"heterogeneous","split","prognostic_high","c50-h36",0.0015,3,2000
36,8000,140,16,"heterogeneous","split","prognostic_high","c50-h36",0.0015,3,2000
1,4000,35,4,"null","bonferroni","prognostic_low","c50-h36",0.082,164,2000
2,8000,35,4,"null","bonferroni","prognostic_low","c50-h36",0.1005,201,2000
3,4000,70,4,"null","bonferroni","prognostic_low","c50-h36",0.048,96,2000
4,8000,70,4,"null","bonferroni","prognostic_low","c50-h36",0.056,112,2000
5,4000,140,4,"null","bonferroni","prognostic_low","c50-h36",0.014,28,2000
6,8000,140,4,"null","bonferroni","prognostic_low","c50-h36",0.0155,31,2000
7,4000,35,16,"null","bonferroni","prognostic_low","c50-h36",0.014,28,2000
8,8000,35,16,"null","bonferroni","prognostic_low","c50-h36",0.011,22,2000
9,4000,70,16,"null","bonferroni","prognostic_low","c50-h36",0.0085,17,2000
10,8000,70,16,"null","bonferroni","prognostic_low","c50-h36",0.0105,21,2000
11,4000,140,16,"null","bonferroni","prognostic_low","c50-h36",0.001,2,2000
12,8000,140,16,"null","bonferroni","prognostic_low","c50-h36",0.0015,3,2000
13,4000,35,4,"homogeneous","bonferroni","prognostic_low","c50-h36",0.119,238,2000
14,8000,35,4,"homogeneous","bonferroni","prognostic_low","c50-h36",0.1025,205,2000
15,4000,70,4,"homogeneous","bonferroni","prognostic_low","c50-h36",0.072,144,2000
16,8000,70,4,"homogeneous","bonferroni","prognostic_low","c50-h36",0.0775,155,2000
17,4000,140,4,"homogeneous","bonferroni","prognostic_low","c50-h36",0.038,76,2000
18,8000,140,4,"homogeneous","bonferroni","prognostic_low","c50-h36",0.03,60,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_low","c50-h36",0.014,28,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_low","c50-h36",0.019,38,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_low","c50-h36",0.0115,23,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_low","c50-h36",0.008,16,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_low","c50-h36",0.0045,9,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_low","c50-h36",0.0035,7,2000
25,4000,35,4,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.074,148,2000
26,8000,35,4,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.062,124,2000
27,4000,70,4,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.0435,87,2000
28,8000,70,4,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.028,56,2000
29,4000,140,4,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.0105,21,2000
30,8000,140,4,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.0105,21,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.0115,23,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.0075,15,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.004,8,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.006,12,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.001,2,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_low","c50-h36",0.001,2,2000
1,4000,35,4,"null","naive","prognostic_low","c50-h36",0.082,164,2000
2,8000,35,4,"null","naive","prognostic_low","c50-h36",0.1005,201,2000
3,4000,70,4,"null","naive","prognostic_low","c50-h36",0.048,96,2000
4,8000,70,4,"null","naive","prognostic_low","c50-h36",0.056,112,2000
5,4000,140,4,"null","naive","prognostic_low","c50-h36",0.014,28,2000
6,8000,140,4,"null","naive","prognostic_low","c50-h36",0.0155,31,2000
7,4000,35,16,"null","naive","prognostic_low","c50-h36",0.014,28,2000
8,8000,35,16,"null","naive","prognostic_low","c50-h36",0.011,22,2000
9,4000,70,16,"null","naive","prognostic_low","c50-h36",0.0085,17,2000
10,8000,70,16,"null","naive","prognostic_low","c50-h36",0.0105,21,2000
11,4000,140,16,"null","naive","prognostic_low","c50-h36",0.001,2,2000
12,8000,140,16,"null","naive","prognostic_low","c50-h36",0.0015,3,2000
13,4000,35,4,"homogeneous","naive","prognostic_low","c50-h36",0.119,238,2000
14,8000,35,4,"homogeneous","naive","prognostic_low","c50-h36",0.1025,205,2000
15,4000,70,4,"homogeneous","naive","prognostic_low","c50-h36",0.072,144,2000
16,8000,70,4,"homogeneous","naive","prognostic_low","c50-h36",0.0775,155,2000
17,4000,140,4,"homogeneous","naive","prognostic_low","c50-h36",0.038,76,2000
18,8000,140,4,"homogeneous","naive","prognostic_low","c50-h36",0.03,60,2000
19,4000,35,16,"homogeneous","naive","prognostic_low","c50-h36",0.014,28,2000
20,8000,35,16,"homogeneous","naive","prognostic_low","c50-h36",0.019,38,2000
21,4000,70,16,"homogeneous","naive","prognostic_low","c50-h36",0.0115,23,2000
22,8000,70,16,"homogeneous","naive","prognostic_low","c50-h36",0.008,16,2000
23,4000,140,16,"homogeneous","naive","prognostic_low","c50-h36",0.0045,9,2000
24,8000,140,16,"homogeneous","naive","prognostic_low","c50-h36",0.0035,7,2000
25,4000,35,4,"heterogeneous","naive","prognostic_low","c50-h36",0.074,148,2000
26,8000,35,4,"heterogeneous","naive","prognostic_low","c50-h36",0.062,124,2000
27,4000,70,4,"heterogeneous","naive","prognostic_low","c50-h36",0.0435,87,2000
28,8000,70,4,"heterogeneous","naive","prognostic_low","c50-h36",0.028,56,2000
29,4000,140,4,"heterogeneous","naive","prognostic_low","c50-h36",0.0105,21,2000
30,8000,140,4,"heterogeneous","naive","prognostic_low","c50-h36",0.0105,21,2000
31,4000,35,16,"heterogeneous","naive","prognostic_low","c50-h36",0.0115,23,2000
32,8000,35,16,"heterogeneous","naive","prognostic_low","c50-h36",0.0075,15,2000
33,4000,70,16,"heterogeneous","naive","prognostic_low","c50-h36",0.004,8,2000
34,8000,70,16,"heterogeneous","naive","prognostic_low","c50-h36",0.006,12,2000
35,4000,140,16,"heterogeneous","naive","prognostic_low","c50-h36",0.001,2,2000
36,8000,140,16,"heterogeneous","naive","prognostic_low","c50-h36",0.001,2,2000
1,4000,35,4,"null","split","prognostic_low","c50-h36",0.135,270,2000
2,8000,35,4,"null","split","prognostic_low","c50-h36",0.1405,281,2000
3,4000,70,4,"null","split","prognostic_low","c50-h36",0.091,182,2000
4,8000,70,4,"null","split","prognostic_low","c50-h36",0.104,208,2000
5,4000,140,4,"null","split","prognostic_low","c50-h36",0.053,106,2000
6,8000,140,4,"null","split","prognostic_low","c50-h36",0.0595,119,2000
7,4000,35,16,"null","split","prognostic_low","c50-h36",0.0115,23,2000
8,8000,35,16,"null","split","prognostic_low","c50-h36",0.0185,37,2000
9,4000,70,16,"null","split","prognostic_low","c50-h36",0.0135,27,2000
10,8000,70,16,"null","split","prognostic_low","c50-h36",0.014,28,2000
11,4000,140,16,"null","split","prognostic_low","c50-h36",0.009,18,2000
12,8000,140,16,"null","split","prognostic_low","c50-h36",0.006,12,2000
13,4000,35,4,"homogeneous","split","prognostic_low","c50-h36",0.172,344,2000
14,8000,35,4,"homogeneous","split","prognostic_low","c50-h36",0.1445,289,2000
15,4000,70,4,"homogeneous","split","prognostic_low","c50-h36",0.131,262,2000
16,8000,70,4,"homogeneous","split","prognostic_low","c50-h36",0.116,232,2000
17,4000,140,4,"homogeneous","split","prognostic_low","c50-h36",0.0775,155,2000
18,8000,140,4,"homogeneous","split","prognostic_low","c50-h36",0.074,148,2000
19,4000,35,16,"homogeneous","split","prognostic_low","c50-h36",0.023,46,2000
20,8000,35,16,"homogeneous","split","prognostic_low","c50-h36",0.025,50,2000
21,4000,70,16,"homogeneous","split","prognostic_low","c50-h36",0.0175,35,2000
22,8000,70,16,"homogeneous","split","prognostic_low","c50-h36",0.0135,27,2000
23,4000,140,16,"homogeneous","split","prognostic_low","c50-h36",0.014,28,2000
24,8000,140,16,"homogeneous","split","prognostic_low","c50-h36",0.0105,21,2000
25,4000,35,4,"heterogeneous","split","prognostic_low","c50-h36",0.127,254,2000
26,8000,35,4,"heterogeneous","split","prognostic_low","c50-h36",0.107,214,2000
27,4000,70,4,"heterogeneous","split","prognostic_low","c50-h36",0.076,152,2000
28,8000,70,4,"heterogeneous","split","prognostic_low","c50-h36",0.0765,153,2000
29,4000,140,4,"heterogeneous","split","prognostic_low","c50-h36",0.039,78,2000
30,8000,140,4,"heterogeneous","split","prognostic_low","c50-h36",0.036,72,2000
31,4000,35,16,"heterogeneous","split","prognostic_low","c50-h36",0.018,36,2000
32,8000,35,16,"heterogeneous","split","prognostic_low","c50-h36",0.0185,37,2000
33,4000,70,16,"heterogeneous","split","prognostic_low","c50-h36",0.0115,23,2000
34,8000,70,16,"heterogeneous","split","prognostic_low","c50-h36",0.01,20,2000
35,4000,140,16,"heterogeneous","split","prognostic_low","c50-h36",0.006,12,2000
36,8000,140,16,"heterogeneous","split","prognostic_low","c50-h36",0.0055,11,2000
16,8000,70,4,"homogeneous","bonferroni","workability","c50-h36",5e-04,1,2000
16,8000,70,4,"homogeneous","naive","workability","c50-h36",5e-04,1,2000
2,8000,35,4,"null","split","workability","c50-h36",5e-04,1,2000
8,8000,35,16,"null","split","workability","c50-h36",5e-04,1,2000
15,4000,70,4,"homogeneous","split","workability","c50-h36",5e-04,1,2000
16,8000,70,4,"homogeneous","split","workability","c50-h36",5e-04,1,2000
19,4000,35,16,"homogeneous","split","workability","c50-h36",0.001,2,2000
21,4000,70,16,"homogeneous","split","workability","c50-h36",5e-04,1,2000
22,8000,70,16,"homogeneous","split","workability","c50-h36",5e-04,1,2000
26,8000,35,4,"heterogeneous","split","workability","c50-h36",5e-04,1,2000
7,4000,35,16,"null","bonferroni","effect_seeking","c50-h48",0.046,92,2000
8,8000,35,16,"null","bonferroni","effect_seeking","c50-h48",0.03,60,2000
9,4000,70,16,"null","bonferroni","effect_seeking","c50-h48",0.037,74,2000
10,8000,70,16,"null","bonferroni","effect_seeking","c50-h48",0.0375,75,2000
11,4000,140,16,"null","bonferroni","effect_seeking","c50-h48",0.042,84,2000
12,8000,140,16,"null","bonferroni","effect_seeking","c50-h48",0.036,72,2000
19,4000,35,16,"homogeneous","bonferroni","effect_seeking","c50-h48",0.0465,93,2000
20,8000,35,16,"homogeneous","bonferroni","effect_seeking","c50-h48",0.0565,113,2000
21,4000,70,16,"homogeneous","bonferroni","effect_seeking","c50-h48",0.046,92,2000
22,8000,70,16,"homogeneous","bonferroni","effect_seeking","c50-h48",0.049,98,2000
23,4000,140,16,"homogeneous","bonferroni","effect_seeking","c50-h48",0.036,72,2000
24,8000,140,16,"homogeneous","bonferroni","effect_seeking","c50-h48",0.045,90,2000
31,4000,35,16,"heterogeneous","bonferroni","effect_seeking","c50-h48",0.04,80,2000
32,8000,35,16,"heterogeneous","bonferroni","effect_seeking","c50-h48",0.0345,69,2000
33,4000,70,16,"heterogeneous","bonferroni","effect_seeking","c50-h48",0.0365,73,2000
34,8000,70,16,"heterogeneous","bonferroni","effect_seeking","c50-h48",0.034,68,2000
35,4000,140,16,"heterogeneous","bonferroni","effect_seeking","c50-h48",0.0355,71,2000
36,8000,140,16,"heterogeneous","bonferroni","effect_seeking","c50-h48",0.0275,55,2000
7,4000,35,16,"null","naive","effect_seeking","c50-h48",0.046,92,2000
8,8000,35,16,"null","naive","effect_seeking","c50-h48",0.03,60,2000
9,4000,70,16,"null","naive","effect_seeking","c50-h48",0.037,74,2000
10,8000,70,16,"null","naive","effect_seeking","c50-h48",0.0375,75,2000
11,4000,140,16,"null","naive","effect_seeking","c50-h48",0.042,84,2000
12,8000,140,16,"null","naive","effect_seeking","c50-h48",0.036,72,2000
19,4000,35,16,"homogeneous","naive","effect_seeking","c50-h48",0.0465,93,2000
20,8000,35,16,"homogeneous","naive","effect_seeking","c50-h48",0.0565,113,2000
21,4000,70,16,"homogeneous","naive","effect_seeking","c50-h48",0.046,92,2000
22,8000,70,16,"homogeneous","naive","effect_seeking","c50-h48",0.049,98,2000
23,4000,140,16,"homogeneous","naive","effect_seeking","c50-h48",0.036,72,2000
24,8000,140,16,"homogeneous","naive","effect_seeking","c50-h48",0.045,90,2000
31,4000,35,16,"heterogeneous","naive","effect_seeking","c50-h48",0.04,80,2000
32,8000,35,16,"heterogeneous","naive","effect_seeking","c50-h48",0.0345,69,2000
33,4000,70,16,"heterogeneous","naive","effect_seeking","c50-h48",0.0365,73,2000
34,8000,70,16,"heterogeneous","naive","effect_seeking","c50-h48",0.034,68,2000
35,4000,140,16,"heterogeneous","naive","effect_seeking","c50-h48",0.0355,71,2000
36,8000,140,16,"heterogeneous","naive","effect_seeking","c50-h48",0.0275,55,2000
7,4000,35,16,"null","bonferroni","prognostic_high","c50-h48",0.0125,25,2000
8,8000,35,16,"null","bonferroni","prognostic_high","c50-h48",0.019,38,2000
9,4000,70,16,"null","bonferroni","prognostic_high","c50-h48",0.01,20,2000
10,8000,70,16,"null","bonferroni","prognostic_high","c50-h48",0.0085,17,2000
11,4000,140,16,"null","bonferroni","prognostic_high","c50-h48",0.002,4,2000
12,8000,140,16,"null","bonferroni","prognostic_high","c50-h48",0.005,10,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_high","c50-h48",0.023,46,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_high","c50-h48",0.017,34,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_high","c50-h48",0.0135,27,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_high","c50-h48",0.0185,37,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_high","c50-h48",0.0055,11,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_high","c50-h48",0.005,10,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_high","c50-h48",0.02,40,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_high","c50-h48",0.0135,27,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_high","c50-h48",0.0095,19,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_high","c50-h48",0.004,8,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_high","c50-h48",0.0035,7,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_high","c50-h48",0.003,6,2000
7,4000,35,16,"null","naive","prognostic_high","c50-h48",0.0125,25,2000
8,8000,35,16,"null","naive","prognostic_high","c50-h48",0.019,38,2000
9,4000,70,16,"null","naive","prognostic_high","c50-h48",0.01,20,2000
10,8000,70,16,"null","naive","prognostic_high","c50-h48",0.0085,17,2000
11,4000,140,16,"null","naive","prognostic_high","c50-h48",0.002,4,2000
12,8000,140,16,"null","naive","prognostic_high","c50-h48",0.005,10,2000
19,4000,35,16,"homogeneous","naive","prognostic_high","c50-h48",0.023,46,2000
20,8000,35,16,"homogeneous","naive","prognostic_high","c50-h48",0.017,34,2000
21,4000,70,16,"homogeneous","naive","prognostic_high","c50-h48",0.0135,27,2000
22,8000,70,16,"homogeneous","naive","prognostic_high","c50-h48",0.0185,37,2000
23,4000,140,16,"homogeneous","naive","prognostic_high","c50-h48",0.0055,11,2000
24,8000,140,16,"homogeneous","naive","prognostic_high","c50-h48",0.005,10,2000
31,4000,35,16,"heterogeneous","naive","prognostic_high","c50-h48",0.02,40,2000
32,8000,35,16,"heterogeneous","naive","prognostic_high","c50-h48",0.0135,27,2000
33,4000,70,16,"heterogeneous","naive","prognostic_high","c50-h48",0.0095,19,2000
34,8000,70,16,"heterogeneous","naive","prognostic_high","c50-h48",0.004,8,2000
35,4000,140,16,"heterogeneous","naive","prognostic_high","c50-h48",0.0035,7,2000
36,8000,140,16,"heterogeneous","naive","prognostic_high","c50-h48",0.003,6,2000
7,4000,35,16,"null","split","prognostic_high","c50-h48",0.0195,39,2000
8,8000,35,16,"null","split","prognostic_high","c50-h48",0.0285,57,2000
9,4000,70,16,"null","split","prognostic_high","c50-h48",0.018,36,2000
10,8000,70,16,"null","split","prognostic_high","c50-h48",0.0225,45,2000
11,4000,140,16,"null","split","prognostic_high","c50-h48",0.011,22,2000
12,8000,140,16,"null","split","prognostic_high","c50-h48",0.0145,29,2000
19,4000,35,16,"homogeneous","split","prognostic_high","c50-h48",0.0255,51,2000
20,8000,35,16,"homogeneous","split","prognostic_high","c50-h48",0.019,38,2000
21,4000,70,16,"homogeneous","split","prognostic_high","c50-h48",0.019,38,2000
22,8000,70,16,"homogeneous","split","prognostic_high","c50-h48",0.021,42,2000
23,4000,140,16,"homogeneous","split","prognostic_high","c50-h48",0.015,30,2000
24,8000,140,16,"homogeneous","split","prognostic_high","c50-h48",0.012,24,2000
31,4000,35,16,"heterogeneous","split","prognostic_high","c50-h48",0.0205,41,2000
32,8000,35,16,"heterogeneous","split","prognostic_high","c50-h48",0.0215,43,2000
33,4000,70,16,"heterogeneous","split","prognostic_high","c50-h48",0.0145,29,2000
34,8000,70,16,"heterogeneous","split","prognostic_high","c50-h48",0.016,32,2000
35,4000,140,16,"heterogeneous","split","prognostic_high","c50-h48",0.009,18,2000
36,8000,140,16,"heterogeneous","split","prognostic_high","c50-h48",0.0095,19,2000
7,4000,35,16,"null","bonferroni","prognostic_low","c50-h48",0.0315,63,2000
8,8000,35,16,"null","bonferroni","prognostic_low","c50-h48",0.025,50,2000
9,4000,70,16,"null","bonferroni","prognostic_low","c50-h48",0.022,44,2000
10,8000,70,16,"null","bonferroni","prognostic_low","c50-h48",0.0215,43,2000
11,4000,140,16,"null","bonferroni","prognostic_low","c50-h48",0.01,20,2000
12,8000,140,16,"null","bonferroni","prognostic_low","c50-h48",0.0165,33,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_low","c50-h48",0.033,66,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_low","c50-h48",0.021,42,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_low","c50-h48",0.028,56,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_low","c50-h48",0.0265,53,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_low","c50-h48",0.013,26,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_low","c50-h48",0.0165,33,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_low","c50-h48",0.0295,59,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_low","c50-h48",0.0295,59,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_low","c50-h48",0.018,36,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_low","c50-h48",0.019,38,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_low","c50-h48",0.015,30,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_low","c50-h48",0.011,22,2000
7,4000,35,16,"null","naive","prognostic_low","c50-h48",0.0315,63,2000
8,8000,35,16,"null","naive","prognostic_low","c50-h48",0.025,50,2000
9,4000,70,16,"null","naive","prognostic_low","c50-h48",0.022,44,2000
10,8000,70,16,"null","naive","prognostic_low","c50-h48",0.0215,43,2000
11,4000,140,16,"null","naive","prognostic_low","c50-h48",0.01,20,2000
12,8000,140,16,"null","naive","prognostic_low","c50-h48",0.0165,33,2000
19,4000,35,16,"homogeneous","naive","prognostic_low","c50-h48",0.033,66,2000
20,8000,35,16,"homogeneous","naive","prognostic_low","c50-h48",0.021,42,2000
21,4000,70,16,"homogeneous","naive","prognostic_low","c50-h48",0.028,56,2000
22,8000,70,16,"homogeneous","naive","prognostic_low","c50-h48",0.0265,53,2000
23,4000,140,16,"homogeneous","naive","prognostic_low","c50-h48",0.013,26,2000
24,8000,140,16,"homogeneous","naive","prognostic_low","c50-h48",0.0165,33,2000
31,4000,35,16,"heterogeneous","naive","prognostic_low","c50-h48",0.0295,59,2000
32,8000,35,16,"heterogeneous","naive","prognostic_low","c50-h48",0.0295,59,2000
33,4000,70,16,"heterogeneous","naive","prognostic_low","c50-h48",0.018,36,2000
34,8000,70,16,"heterogeneous","naive","prognostic_low","c50-h48",0.019,38,2000
35,4000,140,16,"heterogeneous","naive","prognostic_low","c50-h48",0.015,30,2000
36,8000,140,16,"heterogeneous","naive","prognostic_low","c50-h48",0.011,22,2000
7,4000,35,16,"null","split","prognostic_low","c50-h48",0.0335,67,2000
8,8000,35,16,"null","split","prognostic_low","c50-h48",0.034,68,2000
9,4000,70,16,"null","split","prognostic_low","c50-h48",0.0265,53,2000
10,8000,70,16,"null","split","prognostic_low","c50-h48",0.031,62,2000
11,4000,140,16,"null","split","prognostic_low","c50-h48",0.0275,55,2000
12,8000,140,16,"null","split","prognostic_low","c50-h48",0.0225,45,2000
19,4000,35,16,"homogeneous","split","prognostic_low","c50-h48",0.0315,63,2000
20,8000,35,16,"homogeneous","split","prognostic_low","c50-h48",0.0245,49,2000
21,4000,70,16,"homogeneous","split","prognostic_low","c50-h48",0.0325,65,2000
22,8000,70,16,"homogeneous","split","prognostic_low","c50-h48",0.0285,57,2000
23,4000,140,16,"homogeneous","split","prognostic_low","c50-h48",0.018,36,2000
24,8000,140,16,"homogeneous","split","prognostic_low","c50-h48",0.023,46,2000
31,4000,35,16,"heterogeneous","split","prognostic_low","c50-h48",0.0335,67,2000
32,8000,35,16,"heterogeneous","split","prognostic_low","c50-h48",0.035,70,2000
33,4000,70,16,"heterogeneous","split","prognostic_low","c50-h48",0.0295,59,2000
34,8000,70,16,"heterogeneous","split","prognostic_low","c50-h48",0.0245,49,2000
35,4000,140,16,"heterogeneous","split","prognostic_low","c50-h48",0.02,40,2000
36,8000,140,16,"heterogeneous","split","prognostic_low","c50-h48",0.019,38,2000
7,4000,35,16,"null","bonferroni","workability","c50-h48",0.029,58,2000
8,8000,35,16,"null","bonferroni","workability","c50-h48",0.023,46,2000
19,4000,35,16,"homogeneous","bonferroni","workability","c50-h48",0.003,6,2000
20,8000,35,16,"homogeneous","bonferroni","workability","c50-h48",0.002,4,2000
21,4000,70,16,"homogeneous","bonferroni","workability","c50-h48",5e-04,1,2000
22,8000,70,16,"homogeneous","bonferroni","workability","c50-h48",5e-04,1,2000
31,4000,35,16,"heterogeneous","bonferroni","workability","c50-h48",0.0085,17,2000
32,8000,35,16,"heterogeneous","bonferroni","workability","c50-h48",0.009,18,2000
7,4000,35,16,"null","naive","workability","c50-h48",0.029,58,2000
8,8000,35,16,"null","naive","workability","c50-h48",0.023,46,2000
19,4000,35,16,"homogeneous","naive","workability","c50-h48",0.003,6,2000
20,8000,35,16,"homogeneous","naive","workability","c50-h48",0.002,4,2000
21,4000,70,16,"homogeneous","naive","workability","c50-h48",5e-04,1,2000
22,8000,70,16,"homogeneous","naive","workability","c50-h48",5e-04,1,2000
31,4000,35,16,"heterogeneous","naive","workability","c50-h48",0.0085,17,2000
32,8000,35,16,"heterogeneous","naive","workability","c50-h48",0.009,18,2000
7,4000,35,16,"null","split","workability","c50-h48",0.064,128,2000
8,8000,35,16,"null","split","workability","c50-h48",0.046,92,2000
19,4000,35,16,"homogeneous","split","workability","c50-h48",0.0175,35,2000
20,8000,35,16,"homogeneous","split","workability","c50-h48",0.0165,33,2000
21,4000,70,16,"homogeneous","split","workability","c50-h48",0.0045,9,2000
22,8000,70,16,"homogeneous","split","workability","c50-h48",0.0085,17,2000
31,4000,35,16,"heterogeneous","split","workability","c50-h48",0.031,62,2000
32,8000,35,16,"heterogeneous","split","workability","c50-h48",0.0285,57,2000
33,4000,70,16,"heterogeneous","split","workability","c50-h48",0.001,2,2000
34,8000,70,16,"heterogeneous","split","workability","c50-h48",5e-04,1,2000
1,4000,35,4,"null","bonferroni","effect_seeking","c50-h60",0.2545,509,2000
2,8000,35,4,"null","bonferroni","effect_seeking","c50-h60",0.259,518,2000
3,4000,70,4,"null","bonferroni","effect_seeking","c50-h60",0.274,548,2000
4,8000,70,4,"null","bonferroni","effect_seeking","c50-h60",0.257,514,2000
5,4000,140,4,"null","bonferroni","effect_seeking","c50-h60",0.2415,483,2000
6,8000,140,4,"null","bonferroni","effect_seeking","c50-h60",0.235,470,2000
7,4000,35,16,"null","bonferroni","effect_seeking","c50-h60",0.047,94,2000
8,8000,35,16,"null","bonferroni","effect_seeking","c50-h60",0.0505,101,2000
9,4000,70,16,"null","bonferroni","effect_seeking","c50-h60",0.0515,103,2000
10,8000,70,16,"null","bonferroni","effect_seeking","c50-h60",0.0465,93,2000
11,4000,140,16,"null","bonferroni","effect_seeking","c50-h60",0.0515,103,2000
12,8000,140,16,"null","bonferroni","effect_seeking","c50-h60",0.053,106,2000
13,4000,35,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.4135,827,2000
14,8000,35,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.4115,823,2000
15,4000,70,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.4625,925,2000
16,8000,70,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.443,886,2000
17,4000,140,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.5175,1035,2000
18,8000,140,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.5525,1105,2000
19,4000,35,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.103,206,2000
20,8000,35,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.094,188,2000
21,4000,70,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.1075,215,2000
22,8000,70,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.111,222,2000
23,4000,140,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.124,248,2000
24,8000,140,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.138,276,2000
25,4000,35,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.407,814,2000
26,8000,35,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.4005,801,2000
27,4000,70,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.4545,909,2000
28,8000,70,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.4385,877,2000
29,4000,140,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.517,1034,2000
30,8000,140,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.5195,1039,2000
31,4000,35,16,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.0565,113,2000
